"Gender","Customer Type","Age","Type of Travel","Class","Flight Distance","Inflight wifi service","Departure/Arrival time convenient","Ease of Online booking","Gate location","Food and drink","Online boarding","Seat comfort","Inflight entertainment","On-board service","Leg room service","Baggage handling","Checkin service","Inflight service","Cleanliness","Departure Delay in Minutes","Arrival Delay in Minutes","satisfaction"
"Male","disloyal Customer",27,"Business travel","Eco",529,"4","5","4","2","2","4","2","2","1","3","4","5","4","2",0,0,"satisfied"
"Female","disloyal Customer",25,"Business travel","Eco",361,"2","3","2","2","1","2","1","1","4","4","2","2","3","1",46,58,"neutral or dissatisfied"
"Male","Loyal Customer",58,"Business travel","Business",2415,"2","2","2","2","4","4","5","4","4","4","4","3","4","3",19,19,"satisfied"
"Female","Loyal Customer",24,"Business travel","Eco Plus",508,"5","3","2","2","5","5","3","5","1","2","4","2","1","5",0,3,"satisfied"
"Female","Loyal Customer",44,"Business travel","Business",2918,"1","5","5","5","5","3","2","1","1","1","1","1","1","2",31,30,"neutral or dissatisfied"
"Female","Loyal Customer",66,"Business travel","Business",2103,"4","4","4","4","4","5","5","5","5","5","5","3","5","5",74,NA,"satisfied"
"Male","Loyal Customer",53,"Personal Travel","Eco",867,"3","4","2","3","5","2","5","5","4","2","4","3","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",21,"Business travel","Business",2098,"2","5","5","5","2","2","2","2","2","5","4","1","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",24,"Personal Travel","Eco",473,"3","1","3","3","1","3","1","1","3","5","4","2","3","1",0,26,"neutral or dissatisfied"
"Male","Loyal Customer",49,"Personal Travel","Eco",1773,"1","2","1","3","1","1","1","1","1","3","3","4","3","1",2,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Personal Travel","Eco Plus",639,"1","4","0","4","4","0","3","4","2","4","3","2","3","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",337,"3","5","3","5","2","3","2","2","4","4","4","4","4","2",0,2,"neutral or dissatisfied"
"Male","Loyal Customer",53,"Business travel","Business",271,"0","1","1","2","3","5","5","4","4","4","5","3","4","4",12,5,"satisfied"
"Male","Loyal Customer",55,"Business travel","Business",926,"3","1","1","1","4","3","3","3","3","3","3","3","3","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",3005,"2","2","2","2","2","5","5","4","4","5","4","3","4","5",0,10,"satisfied"
"Female","Loyal Customer",37,"Business travel","Eco",305,"3","1","1","1","3","4","3","3","4","3","2","5","3","3",0,0,"satisfied"
"Male","disloyal Customer",42,"Business travel","Business",281,"3","3","3","3","2","3","2","2","3","5","4","3","3","2",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",51,"Business travel","Business",2865,"3","3","3","3","5","5","4","4","4","4","4","3","4","5",12,0,"satisfied"
"Female","Loyal Customer",53,"Business travel","Eco",2586,"2","1","3","1","5","3","4","2","2","2","2","4","2","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",969,"3","4","3","1","5","3","5","5","5","3","5","4","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Business travel","Business",1084,"5","5","2","5","5","5","4","4","4","4","4","4","4","4",0,0,"satisfied"
"Female","Loyal Customer",51,"Personal Travel","Eco Plus",669,"3","5","3","2","3","5","4","5","5","3","5","4","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",17,"Personal Travel","Eco",213,"3","4","3","4","4","3","4","4","3","3","4","3","4","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco",209,"4","4","4","4","4","4","4","4","1","3","4","4","4","4",0,7,"neutral or dissatisfied"
"Female","Loyal Customer",60,"Personal Travel","Eco",192,"3","4","0","3","3","4","4","2","2","0","2","3","2","5",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco",1142,"1","4","2","4","3","2","5","3","5","3","3","3","5","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",8,"Personal Travel","Eco",837,"3","4","3","2","1","3","1","1","4","3","5","5","4","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",9,"Personal Travel","Eco",853,"1","1","1","2","2","1","4","2","4","5","3","3","2","2",23,17,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Personal Travel","Eco",309,"2","4","2","5","1","2","1","1","5","4","5","4","5","1",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",64,"Personal Travel","Eco",712,"2","5","2","4","2","2","2","2","4","4","5","4","5","2",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",17,"Business travel","Eco",1411,"3","3","3","4","4","3","4","4","5","5","3","1","5","4",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",29,"Business travel","Business",3256,"4","3","2","2","4","4","4","4","4","1","3","2","4","4",31,44,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Business",888,"3","5","3","2","3","3","3","3","3","3","4","4","5","3",28,27,"neutral or dissatisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco",143,"4","5","0","4","2","0","2","2","4","2","2","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",47,"Business travel","Eco",120,"2","4","3","4","2","2","2","2","4","1","3","3","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",37,"Business travel","Business",2899,"2","2","2","2","2","3","3","2","2","2","2","2","2","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",24,"Personal Travel","Eco",280,"3","2","3","4","4","3","4","4","3","3","3","2","3","4",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",50,"Business travel","Business",110,"5","3","5","5","2","1","1","3","3","4","4","4","3","2",22,24,"satisfied"
"Male","disloyal Customer",27,"Business travel","Business",1359,"4","4","4","3","4","4","4","4","5","2","5","5","5","4",0,0,"satisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",305,"3","5","3","3","2","3","2","2","4","2","4","5","5","2",107,110,"neutral or dissatisfied"
"Female","Loyal Customer",40,"Business travel","Business",2686,"2","2","4","2","3","5","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",13,"Personal Travel","Eco",201,"3","3","3","3","5","3","5","5","2","3","4","3","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",50,"Business travel","Business",811,"5","5","5","5","4","5","5","3","3","4","3","3","3","4",0,0,"satisfied"
"Male","Loyal Customer",36,"Business travel","Business",942,"4","4","4","4","2","2","4","5","5","4","5","4","5","1",16,0,"satisfied"
"Male","Loyal Customer",46,"Personal Travel","Eco",1242,"2","4","1","5","5","1","1","5","4","3","3","4","5","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",56,"Business travel","Business",2117,"2","2","2","2","3","4","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",859,"3","3","3","3","4","4","4","4","5","2","4","5","4","4",0,2,"satisfied"
"Male","Loyal Customer",51,"Business travel","Business",1875,"5","5","5","5","5","4","4","4","4","4","4","3","4","4",0,4,"satisfied"
"Female","disloyal Customer",35,"Business travel","Eco Plus",590,"2","2","2","4","3","2","1","3","1","1","4","4","4","3",19,19,"neutral or dissatisfied"
"Male","Loyal Customer",46,"Business travel","Business",627,"4","4","4","4","5","4","1","4","4","4","4","4","4","3",62,57,"satisfied"
"Female","Loyal Customer",57,"Business travel","Business",3681,"3","3","2","3","5","5","4","4","4","4","4","3","4","5",7,0,"satisfied"
"Female","Loyal Customer",60,"Business travel","Business",1416,"1","1","1","1","4","4","5","2","2","2","2","5","2","3",0,0,"satisfied"
"Male","Loyal Customer",53,"Business travel","Business",2530,"2","2","2","2","3","5","4","5","5","5","5","3","5","4",37,51,"satisfied"
"Female","disloyal Customer",17,"Business travel","Eco",447,"3","4","2","3","4","2","4","4","2","2","4","2","3","4",0,6,"neutral or dissatisfied"
"Female","Loyal Customer",52,"Business travel","Business",1847,"5","5","2","5","5","5","5","4","4","4","4","3","4","4",4,0,"satisfied"
"Male","disloyal Customer",21,"Business travel","Eco",192,"4","1","4","4","4","4","4","4","2","3","3","2","4","4",0,2,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",1514,"2","2","2","2","5","5","4","4","4","4","4","5","4","3",0,0,"satisfied"
"Female","Loyal Customer",17,"Personal Travel","Eco",114,"3","5","0","3","5","0","5","5","1","3","4","4","4","5",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",30,"Business travel","Business",1634,"2","3","2","2","5","5","5","5","3","2","4","5","4","5",2,0,"satisfied"
"Female","Loyal Customer",15,"Personal Travel","Eco",458,"3","4","3","3","2","3","2","2","5","5","5","4","3","2",8,1,"neutral or dissatisfied"
"Male","Loyal Customer",19,"Personal Travel","Eco",862,"1","4","1","3","4","1","4","4","3","2","5","5","5","4",26,9,"neutral or dissatisfied"
"Male","Loyal Customer",40,"Business travel","Eco",201,"4","4","4","4","4","4","4","4","3","3","2","1","2","4",0,0,"satisfied"
"Female","Loyal Customer",34,"Business travel","Business",409,"1","1","1","1","1","2","3","3","3","5","3","2","3","1",6,0,"satisfied"
"Female","disloyal Customer",30,"Business travel","Business",678,"2","2","2","3","3","2","3","3","3","5","4","4","5","3",6,0,"neutral or dissatisfied"
"Female","Loyal Customer",44,"Business travel","Business",1775,"3","3","3","3","5","5","5","4","4","5","4","4","4","3",21,11,"satisfied"
"Female","disloyal Customer",16,"Business travel","Eco",226,"1","3","1","3","2","1","2","2","1","3","4","4","4","2",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco",1111,"2","5","2","2","2","5","5","5","5","2","5","4","5","5",37,29,"neutral or dissatisfied"
"Male","Loyal Customer",36,"Business travel","Business",2614,"4","4","4","4","2","4","4","5","5","5","5","4","5","3",0,11,"satisfied"
"Male","disloyal Customer",39,"Business travel","Eco",163,"3","0","2","3","5","2","5","5","2","5","2","5","3","5",4,7,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Eco",391,"2","4","4","4","2","1","2","2","3","2","4","4","4","2",26,19,"neutral or dissatisfied"
"Male","Loyal Customer",35,"Business travel","Eco",927,"4","5","5","5","4","4","4","4","1","2","5","2","3","4",22,19,"satisfied"
"Female","Loyal Customer",49,"Business travel","Eco",667,"2","4","4","4","5","3","2","2","2","2","2","1","2","2",2,11,"neutral or dissatisfied"
"Male","Loyal Customer",37,"Business travel","Business",541,"3","3","3","3","4","3","3","3","3","4","3","2","3","3",10,2,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",2154,"4","4","4","4","2","1","4","5","5","4","5","2","5","1",0,0,"satisfied"
"Female","Loyal Customer",39,"Business travel","Business",480,"3","3","3","3","2","5","4","5","5","5","5","3","5","3",0,0,"satisfied"
"Male","Loyal Customer",62,"Personal Travel","Eco Plus",1773,"0","1","0","3","5","0","5","5","4","1","2","2","2","5",34,19,"satisfied"
"Male","Loyal Customer",52,"Business travel","Business",2266,"3","3","3","3","3","1","1","5","5","5","5","1","5","3",0,0,"satisfied"
"Female","Loyal Customer",8,"Personal Travel","Eco",1158,"1","4","1","1","1","1","1","1","3","4","5","5","5","1",22,15,"neutral or dissatisfied"
"Female","disloyal Customer",40,"Business travel","Business",370,"3","3","3","5","3","3","3","3","3","2","4","5","2","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",30,"Business travel","Business",1020,"2","2","2","2","4","4","4","4","3","4","4","5","4","4",0,3,"satisfied"
"Male","Loyal Customer",45,"Business travel","Business",2721,"1","1","1","1","2","4","5","5","5","5","5","3","5","5",1,0,"satisfied"
"Female","disloyal Customer",26,"Business travel","Business",423,"2","0","2","1","3","2","3","3","5","2","4","4","4","3",0,5,"neutral or dissatisfied"
"Female","Loyal Customer",55,"Business travel","Business",2007,"5","5","5","5","2","4","5","4","4","4","4","5","4","3",19,3,"satisfied"
"Male","Loyal Customer",60,"Business travel","Business",1947,"3","3","3","3","2","4","4","2","2","2","2","5","2","4",8,1,"satisfied"
"Male","Loyal Customer",17,"Business travel","Business",160,"2","2","2","2","3","2","2","3","1","5","3","2","3","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",23,"Business travel","Eco",2052,"4","4","4","3","3","4","3","3","3","5","3","3","3","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",18,"Business travel","Business",216,"3","4","3","4","4","3","4","4","2","1","4","2","3","4",2,7,"neutral or dissatisfied"
"Female","disloyal Customer",9,"Business travel","Business",2556,"4","0","4","4","4","3","3","4","4","5","4","3","5","3",0,4,"satisfied"
"Male","disloyal Customer",24,"Business travel","Eco",874,"3","3","3","3","3","3","3","3","4","3","3","1","2","3",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",12,"Business travel","Eco",2585,"3","3","3","3","3","3","3","3","3","4","4","3","3","3",0,25,"neutral or dissatisfied"
"Female","Loyal Customer",64,"Personal Travel","Eco",130,"1","5","1","5","3","5","5","4","4","1","4","4","4","5",1,0,"neutral or dissatisfied"
"Female","Loyal Customer",68,"Business travel","Eco",127,"4","1","1","1","3","4","4","4","4","4","4","3","4","5",0,0,"satisfied"
"Female","Loyal Customer",34,"Personal Travel","Eco Plus",370,"3","4","2","5","2","2","2","2","3","5","5","3","4","2",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",23,"Business travel","Business",2975,"3","3","5","3","5","4","5","5","5","5","5","3","5","5",4,0,"satisfied"
"Female","Loyal Customer",44,"Personal Travel","Eco",587,"4","4","4","4","4","5","5","3","3","4","3","4","3","5",1,0,"satisfied"
"Female","disloyal Customer",23,"Business travel","Business",677,"5","5","5","1","1","5","1","1","3","4","5","3","4","1",0,0,"satisfied"
"Male","disloyal Customer",39,"Business travel","Eco",177,"2","2","2","3","2","2","2","2","4","5","3","4","4","2",9,22,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Business travel","Business",2467,"0","4","0","4","5","5","5","3","3","3","3","3","3","3",0,0,"satisfied"
"Male","Loyal Customer",39,"Business travel","Business",1460,"1","1","1","1","5","4","5","5","5","5","5","5","5","3",30,17,"satisfied"
"Female","Loyal Customer",68,"Personal Travel","Eco Plus",376,"3","4","3","5","3","5","5","4","4","3","4","5","4","3",0,0,"neutral or dissatisfied"
"Male","disloyal Customer",33,"Business travel","Business",429,"2","2","2","4","5","2","5","5","5","3","4","4","5","5",0,6,"neutral or dissatisfied"
"Female","Loyal Customer",38,"Business travel","Eco",544,"3","3","3","3","3","3","3","3","4","5","3","1","3","3",67,55,"neutral or dissatisfied"
"Male","Loyal Customer",51,"Business travel","Business",1908,"3","3","3","3","5","4","4","4","4","4","4","5","4","4",0,0,"satisfied"
"Female","Loyal Customer",54,"Business travel","Business",3862,"3","3","3","3","3","4","5","4","4","4","4","3","4","5",23,18,"satisfied"
"Female","Loyal Customer",30,"Business travel","Business",2129,"3","3","3","3","4","4","4","4","3","2","1","1","4","4",0,0,"satisfied"
"Female","Loyal Customer",35,"Personal Travel","Eco",762,"2","4","2","3","2","2","2","2","4","3","4","4","5","2",43,24,"neutral or dissatisfied"
"Female","Loyal Customer",48,"Business travel","Business",2734,"2","1","1","1","3","3","1","2","2","2","2","3","2","1",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",28,"Business travel","Eco",369,"1","3","1","3","2","1","2","2","1","5","4","4","3","2",20,11,"neutral or dissatisfied"
"Male","Loyal Customer",17,"Personal Travel","Eco",414,"2","5","2","4","2","2","2","2","3","3","5","2","3","2",0,0,"neutral or dissatisfied"
"Female","disloyal Customer",13,"Business travel","Eco",860,"2","2","2","4","5","2","5","5","3","1","3","2","3","5",13,0,"neutral or dissatisfied"
"Male","disloyal Customer",25,"Business travel","Eco",397,"2","0","3","4","1","3","1","1","3","1","2","3","4","1",0,4,"neutral or dissatisfied"
"Female","Loyal Customer",41,"Personal Travel","Eco",868,"4","5","4","1","3","4","3","3","2","1","5","1","5","3",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",42,"Personal Travel","Eco",1235,"1","2","1","3","5","3","3","2","2","1","2","4","2","3",0,0,"neutral or dissatisfied"
"Male","Loyal Customer",26,"Business travel","Business",489,"4","4","4","4","5","5","5","5","4","4","2","1","5","5",36,36,"satisfied"
"Male","Loyal Customer",57,"Business travel","Eco",931,"4","3","2","2","4","4","4","4","1","5","4","1","3","4",47,66,"neutral or dissatisfied"
"Female","Loyal Customer",56,"Business travel","Business",3358,"4","5","4","4","4","5","5","5","5","5","5","5","5","3",0,0,"satisfied"
"Male","Loyal Customer",63,"Personal Travel","Eco",399,"2","4","2","2","5","2","5","5","3","5","4","5","4","5",0,0,"neutral or dissatisfied"
"Female","Loyal Customer",34,"Business travel","Business",3994,"5","5","5","5","5","4","4","3","3","3","3","4","3","4",4,0,"satisfied"
"Male","Loyal Customer",41,"Business travel","Business",2231,"1","1","1","1","4","4","2","4","4","4","4","1","4","2",5,1,"satisfied"
"Female","Loyal Customer",18,"Personal Travel","Eco",822,"4","4","4","3","5","4","5","5","3","3","5","5","5","5",4,3,"satisfied"
"Female","disloyal Customer",20,"Business travel","Eco",1121,"4","4","4","4","5","4","5","5","2","2","4","3","3","5",0,6,"neutral or dissatisfied"
"Male","Loyal Customer",16,"Personal Travel","Eco",919,"3","1","3","4","4","3","4","4","2","1","3","3","3","4",0,9,"neutral or dissatisfied"
"Male","disloyal Customer",46,"Business travel","Eco",1546,"3","3","3","3","5","3","5","5","2","1","3","2","3","5",38,52,"neutral or dissatisfied"
"Male","Loyal Customer",55,"Business travel","Business",3932,"3","3","3","3","4","5","3","5","5","5","4","1","5","4",9,3,"satisfied"
"Male","Loyal Customer",42,"Business travel","Business",2486,"5","5","5","5","5","5","5","5","2","3","5","5","5","5",0,11,"satisfied"
